transaction_id,customer_id,timestamp,transaction_type,amount_idr,payment_method,channel,device_id,location_city,is_fraud_label
TXN0004004,CUST10653,2026-04-27 14:19:00,topup,28134,retail_counter,MyApp,DEV2310c9fb,Denpasar,0
TXN0002421,CUST10403,2026-04-27 14:34:00,topup,5000,e-wallet_dana,USSD,DEVf220eeb5,Balikpapan,0
TXN0005406,CUST10870,2026-04-27 14:43:00,topup,16147,retail_counter,USSD,DEVfa11f0e7,Jakarta,0
TXN0004419,CUST10716,2026-04-27 14:46:00,topup,12645,e-wallet_ovo,Partner_Bank,DEV96fdad96,Pekanbaru,0
TXN0006746,CUST11087,2026-04-27 14:48:00,topup,8864,credit_card,USSD,DEVfcb4ee27,Malang,0
TXN0005495,CUST10884,2026-04-27 14:53:00,topup,5000,virtual_account,USSD,DEV2ab9aa52,Semarang,0
TXN0005785,CUST10932,2026-04-27 14:56:00,topup,25201,bank_transfer,MyApp,DEV940d8bcc,Semarang,0
TXN0001633,CUST10281,2026-04-27 15:03:00,topup,68531,e-wallet_dana,Web_Portal,DEV42067d80,Yogyakarta,0
TXN0004755,CUST10772,2026-04-27 15:28:00,topup,37929,retail_counter,Retail_Outlet,DEVfc31654d,Surabaya,0
TXN0003493,CUST10574,2026-04-27 15:32:00,topup,5000,e-wallet_dana,Retail_Outlet,DEVd3520a91,Denpasar,0
TXN0001315,CUST10219,2026-04-27 15:39:00,topup,26683,retail_counter,Partner_Bank,DEV13ad3ead,Makassar,0
TXN0003118,CUST10516,2026-04-27 15:44:00,topup,42296,e-wallet_ovo,Retail_Outlet,DEV67b4a019,Palembang,0
TXN0001182,CUST10194,2026-04-27 16:03:00,topup,37170,e-wallet_ovo,USSD,DEV8188de48,Bandung,0
TXN0003269,CUST10540,2026-04-27 16:07:00,topup,54193,virtual_account,Retail_Outlet,DEV6e15c527,Palembang,0
TXN0006698,CUST11079,2026-04-27 16:11:00,topup,15668,e-wallet_gopay,Web_Portal,DEV673a0c97,Jakarta,0
TXN0002495,CUST10415,2026-04-27 16:12:00,topup,5000,e-wallet_gopay,Web_Portal,DEV663b4427,Yogyakarta,0
TXN0002881,CUST10479,2026-04-27 16:14:00,topup,25947,e-wallet_gopay,USSD,DEV64c46086,Denpasar,0
TXN0005807,CUST10934,2026-04-27 16:23:00,topup,39659,e-wallet_ovo,USSD,DEV63a35592,Denpasar,0
TXN0005530,CUST10890,2026-04-27 16:48:00,topup,22661,e-wallet_gopay,Partner_Bank,DEVc22c9037,Makassar,0
TXN0003095,CUST10512,2026-04-27 16:52:00,topup,35276,virtual_account,MyApp,DEV242ac30f,Palembang,0
TXN0003201,CUST10528,2026-04-27 17:04:00,topup,19973,retail_counter,USSD,DEV2448ef43,Bandung,0
TXN0000316,CUST10052,2026-04-27 17:24:00,topup,37301,bank_transfer,Partner_Bank,DEV7d7c59a5,Palembang,0
TXN0004992,CUST10810,2026-04-27 17:25:00,topup,20400,e-wallet_ovo,Partner_Bank,DEVaa3961be,Malang,0
TXN0002770,CUST10462,2026-04-27 17:31:00,topup,5000,e-wallet_gopay,Partner_Bank,DEV399557cb,Yogyakarta,0
TXN0000770,CUST10129,2026-04-27 17:44:00,topup,16572,e-wallet_gopay,Web_Portal,DEV581993cc,Bandung,0
TXN0005240,CUST10846,2026-04-27 18:08:00,topup,21864,e-wallet_dana,MyApp,DEVcc027d43,Jakarta,0
TXN0002153,CUST10362,2026-04-27 18:18:00,topup,11640,e-wallet_dana,MyApp,DEV817b2f21,Makassar,0
TXN0003874,CUST10634,2026-04-27 18:20:00,topup,8674,e-wallet_gopay,USSD,DEV380bd4cb,Balikpapan,0
TXN0005898,CUST10945,2026-04-27 18:27:00,topup,5000,bank_transfer,Web_Portal,DEV3ab09847,Denpasar,0
TXN0006404,CUST11027,2026-04-27 18:42:00,topup,11951,e-wallet_ovo,MyApp,DEV7b03f61b,Pekanbaru,0
TXN0004445,CUST10720,2026-04-27 18:42:00,topup,5000,bank_transfer,USSD,DEVd9fafbb9,Pekanbaru,0
TXN0004394,CUST10712,2026-04-27 18:46:00,topup,6499,virtual_account,Web_Portal,DEVc33ffef7,Pekanbaru,0
TXN0001748,CUST10299,2026-04-27 18:47:00,topup,15231,virtual_account,USSD,DEV91a07ef2,Denpasar,0
TXN0004309,CUST10698,2026-04-27 18:51:00,topup,5000,retail_counter,USSD,DEV9150d9b2,Jakarta,0
TXN0006003,CUST10965,2026-04-27 19:00:00,topup,37865,bank_transfer,Web_Portal,DEV4a658a7d,Palembang,0
TXN0001470,CUST10249,2026-04-27 19:08:00,topup,19751,virtual_account,Partner_Bank,DEV946b4482,Semarang,0
TXN0000490,CUST10080,2026-04-27 19:35:00,topup,5000,credit_card,USSD,DEV8b074d1a,Pekanbaru,0
TXN0006830,CUST11101,2026-04-27 20:04:00,topup,21479,e-wallet_dana,MyApp,DEV73b171e5,Surabaya,0
TXN0000153,CUST10025,2026-04-27 20:09:00,topup,35252,e-wallet_ovo,MyApp,DEVf9722cc1,Jakarta,0
TXN0004191,CUST10681,2026-04-27 20:17:00,topup,21750,virtual_account,USSD,DEV9bfe970a,Jakarta,0
TXN0001163,CUST10191,2026-04-27 20:21:00,topup,8046,virtual_account,Web_Portal,DEVd06d3943,Pekanbaru,0
TXN0001810,CUST10310,2026-04-27 20:21:00,topup,12424,retail_counter,MyApp,DEV4f7f963e,Denpasar,0
TXN0000504,CUST10083,2026-04-27 20:22:00,topup,17260,e-wallet_gopay,Partner_Bank,DEVc53f1db3,Bandung,0
TXN0000185,CUST10031,2026-04-27 20:26:00,topup,36393,retail_counter,MyApp,DEVf2f5b176,Bandung,0
TXN0006923,CUST11118,2026-04-27 20:33:00,topup,35072,e-wallet_gopay,Retail_Outlet,DEV1aca9cf6,Makassar,0
TXN0007150,CUST11157,2026-04-27 21:13:00,topup,48894,retail_counter,Retail_Outlet,DEV49b04036,Yogyakarta,0
TXN0006130,CUST10984,2026-04-27 21:18:00,topup,32673,virtual_account,Retail_Outlet,DEV2f592f3e,Denpasar,0
TXN0007109,CUST11150,2026-04-27 21:58:00,topup,6942,e-wallet_gopay,Partner_Bank,DEV28d217d6,Medan,0
TXN0002291,CUST10385,2026-04-27 22:16:00,topup,50564,retail_counter,Partner_Bank,DEV50f53bd8,Denpasar,0
TXN0003952,CUST10644,2026-04-27 22:21:00,topup,28004,credit_card,Partner_Bank,DEVf5a02c0a,Yogyakarta,0
TXN0005560,CUST10894,2026-04-27 22:26:00,topup,32351,retail_counter,USSD,DEVe586ee20,Denpasar,0
TXN0004879,CUST10792,2026-04-27 22:26:00,topup,5000,bank_transfer,Retail_Outlet,DEVe9058f29,Denpasar,0
TXN0005966,CUST10958,2026-04-27 22:32:00,topup,10211,e-wallet_dana,Retail_Outlet,DEVfd9c635d,Denpasar,0
TXN0000575,CUST10095,2026-04-28 06:16:00,topup,36410,e-wallet_gopay,USSD,DEVd0095507,Denpasar,0
TXN0005518,CUST10889,2026-04-28 07:00:00,topup,30753,e-wallet_gopay,Partner_Bank,DEV0a5fcede,Semarang,0
TXN0004165,CUST10677,2026-04-28 07:08:00,topup,28132,virtual_account,Web_Portal,DEV1c968b9b,Medan,0
TXN0001247,CUST10206,2026-04-28 07:09:00,topup,5982,retail_counter,Retail_Outlet,DEV71f9b0e2,Malang,0
TXN0005544,CUST10891,2026-04-28 07:11:00,topup,54505,retail_counter,Web_Portal,DEV9174b136,Malang,0
TXN0006848,CUST11107,2026-04-28 07:28:00,topup,5000,virtual_account,MyApp,DEVee550e96,Malang,0
TXN0006167,CUST10990,2026-04-28 07:30:00,topup,5000,virtual_account,USSD,DEVcbd93d47,Yogyakarta,0
TXN0001510,CUST10257,2026-04-28 07:30:00,topup,27302,e-wallet_gopay,USSD,DEV956abfdf,Surabaya,0
TXN0007613,CUST10273,2026-04-28 08:00:00,promo_bundle_redeem,0,promo_credit,MyApp,DEV505739f3,Palembang,1
TXN0000867,CUST10143,2026-04-28 08:02:00,topup,17058,e-wallet_dana,Retail_Outlet,DEVb0d515ab,Palembang,0
TXN0005151,CUST10834,2026-04-28 08:05:00,topup,10722,e-wallet_dana,Partner_Bank,DEV419b7333,Pekanbaru,0
TXN0003193,CUST10526,2026-04-28 08:16:00,topup,5000,bank_transfer,Partner_Bank,DEV2540647b,Denpasar,0
TXN0001763,CUST10302,2026-04-28 08:25:00,topup,5000,e-wallet_ovo,Web_Portal,DEV15bebdd0,Malang,0
TXN0000956,CUST10156,2026-04-28 08:35:00,topup,10806,bank_transfer,Partner_Bank,DEVc7b611cd,Surabaya,0
TXN0002375,CUST10397,2026-04-28 08:36:00,topup,39199,retail_counter,Retail_Outlet,DEV8855817d,Yogyakarta,0
TXN0007192,CUST11162,2026-04-28 09:02:00,topup,5000,retail_counter,MyApp,DEV38059440,Semarang,0
TXN0005145,CUST10834,2026-04-28 09:08:00,topup,19483,retail_counter,MyApp,DEV8257909d,Pekanbaru,0
TXN0005958,CUST10957,2026-04-28 09:08:00,topup,32707,retail_counter,USSD,DEV77a1cf7d,Bandung,0
TXN0001369,CUST10233,2026-04-28 09:10:00,topup,7152,credit_card,Partner_Bank,DEV41e0cfaf,Bandung,0
TXN0005093,CUST10826,2026-04-28 09:22:00,topup,5000,bank_transfer,Partner_Bank,DEVec78342e,Pekanbaru,0
TXN0005367,CUST10865,2026-04-28 09:27:00,topup,33923,credit_card,Retail_Outlet,DEV982cd08d,Palembang,0
TXN0003483,CUST10573,2026-04-28 09:34:00,topup,48090,e-wallet_gopay,Retail_Outlet,DEVd58c449e,Surabaya,0
TXN0000981,CUST10161,2026-04-28 09:50:00,topup,29694,e-wallet_gopay,Retail_Outlet,DEV1ccec1ef,Denpasar,0
TXN0004275,CUST10692,2026-04-28 09:57:00,topup,23248,retail_counter,Web_Portal,DEV761eb7e3,Jakarta,0
TXN0003035,CUST10503,2026-04-28 10:09:00,topup,12033,e-wallet_dana,Retail_Outlet,DEV3e6a41f1,Balikpapan,0
TXN0000843,CUST10139,2026-04-28 10:17:00,topup,29655,virtual_account,Web_Portal,DEV5f13e10b,Makassar,0
TXN0006395,CUST11026,2026-04-28 10:22:00,topup,24549,virtual_account,USSD,DEVeebd342d,Makassar,0
TXN0006425,CUST11032,2026-04-28 10:25:00,topup,5000,retail_counter,Partner_Bank,DEVa528698b,Jakarta,0
TXN0003655,CUST10600,2026-04-28 10:31:00,topup,46244,virtual_account,Partner_Bank,DEV7b6fb65b,Jakarta,0
TXN0005411,CUST10871,2026-04-28 10:42:00,topup,5000,credit_card,MyApp,DEV05e05148,Surabaya,0
TXN0002621,CUST10438,2026-04-28 10:47:00,topup,18453,e-wallet_ovo,MyApp,DEV6d4772f8,Bandung,0
TXN0000106,CUST10017,2026-04-28 11:12:00,topup,26539,retail_counter,Web_Portal,DEV0f3f0f48,Bandung,0
TXN0002424,CUST10404,2026-04-28 11:15:00,topup,5000,credit_card,Partner_Bank,DEVf394c60d,Medan,0
TXN0006322,CUST11015,2026-04-28 11:15:00,topup,5000,credit_card,MyApp,DEV2212b446,Surabaya,0
TXN0005599,CUST10900,2026-04-28 11:18:00,topup,20523,virtual_account,Retail_Outlet,DEV0a1d9238,Denpasar,0
TXN0000498,CUST10081,2026-04-28 11:45:00,topup,25176,retail_counter,MyApp,DEVa46b6fce,Surabaya,0
TXN0004720,CUST10767,2026-04-28 11:51:00,topup,24212,credit_card,Retail_Outlet,DEV1053adba,Yogyakarta,0
TXN0002173,CUST10365,2026-04-28 12:04:00,topup,6011,bank_transfer,Partner_Bank,DEVd59f2b69,Balikpapan,0
TXN0004423,CUST10717,2026-04-28 12:05:00,topup,11923,credit_card,Retail_Outlet,DEVd13b3a4d,Makassar,0
TXN0005168,CUST10836,2026-04-28 12:19:00,topup,5409,e-wallet_dana,USSD,DEVf2612977,Pekanbaru,0
TXN0000187,CUST10031,2026-04-28 12:23:00,topup,41047,e-wallet_gopay,MyApp,DEV0aeccec7,Bandung,0
TXN0004490,CUST10727,2026-04-28 12:23:00,topup,29621,e-wallet_ovo,Partner_Bank,DEV614996d1,Pekanbaru,0
TXN0006564,CUST11056,2026-04-28 12:25:00,topup,48933,e-wallet_dana,Web_Portal,DEV7b5aaea7,Semarang,0
TXN0005298,CUST10855,2026-04-28 12:25:00,topup,5000,virtual_account,USSD,DEV9564d4c1,Surabaya,0
TXN0005068,CUST10823,2026-04-28 12:27:00,topup,5000,bank_transfer,Retail_Outlet,DEVe70dc8b8,Balikpapan,0
TXN0005517,CUST10889,2026-04-28 12:34:00,topup,21960,virtual_account,Retail_Outlet,DEVd2333b12,Semarang,0
TXN0000919,CUST10150,2026-04-28 12:36:00,topup,6763,virtual_account,Retail_Outlet,DEV91ed554a,Semarang,0
TXN0002151,CUST10362,2026-04-28 12:54:00,topup,18409,virtual_account,USSD,DEVf2a45575,Makassar,0
TXN0001189,CUST10196,2026-04-28 12:56:00,topup,25565,e-wallet_gopay,USSD,DEV3487246c,Yogyakarta,0
TXN0002803,CUST10467,2026-04-28 13:00:00,topup,5000,virtual_account,Partner_Bank,DEV24444f64,Balikpapan,0
TXN0005479,CUST10882,2026-04-28 13:11:00,topup,22025,retail_counter,MyApp,DEV2ac09858,Makassar,0
TXN0003779,CUST10619,2026-04-28 13:23:00,topup,5000,e-wallet_ovo,MyApp,DEV7bf18cf4,Jakarta,0
TXN0005002,CUST10812,2026-04-28 13:23:00,topup,41285,bank_transfer,Partner_Bank,DEV781e2d35,Denpasar,0
TXN0007231,CUST11169,2026-04-28 13:39:00,topup,15907,e-wallet_ovo,USSD,DEV182ebfd2,Malang,0
TXN0002595,CUST10432,2026-04-28 13:42:00,topup,7722,e-wallet_ovo,Partner_Bank,DEVdc956e31,Surabaya,0
TXN0003389,CUST10560,2026-04-28 13:51:00,topup,13965,e-wallet_dana,MyApp,DEV1eb1dc0c,Denpasar,0
TXN0005311,CUST10858,2026-04-28 13:52:00,topup,26733,credit_card,Web_Portal,DEV79810edf,Pekanbaru,0
TXN0006738,CUST11086,2026-04-28 13:54:00,topup,29279,e-wallet_gopay,Partner_Bank,DEV652b1328,Balikpapan,0
TXN0007593,CUST11026,2026-04-28 14:00:00,promo_bundle_redeem,0,promo_credit,MyApp,DEV0ea20820,Makassar,1
TXN0003142,CUST10520,2026-04-28 14:25:00,topup,5000,retail_counter,Partner_Bank,DEVaeb00fb9,Malang,0
TXN0002668,CUST10445,2026-04-28 14:43:00,topup,32660,e-wallet_dana,USSD,DEVa904babd,Jakarta,0
TXN0007281,CUST11177,2026-04-28 15:06:00,topup,5000,retail_counter,MyApp,DEV39681e1d,Yogyakarta,0
TXN0004266,CUST10691,2026-04-28 15:13:00,topup,51816,virtual_account,MyApp,DEV82e6e14d,Yogyakarta,0
TXN0002163,CUST10363,2026-04-28 15:31:00,topup,20342,credit_card,MyApp,DEV5fdc9844,Medan,0
TXN0001270,CUST10210,2026-04-28 15:42:00,topup,5000,e-wallet_ovo,MyApp,DEV9714fadc,Medan,0
TXN0003958,CUST10646,2026-04-28 15:43:00,topup,22809,e-wallet_gopay,Web_Portal,DEV851ab93f,Malang,0
TXN0006272,CUST11007,2026-04-28 15:45:00,topup,5000,virtual_account,MyApp,DEVae8e8200,Surabaya,0
TXN0002119,CUST10358,2026-04-28 15:56:00,topup,59117,virtual_account,Retail_Outlet,DEVe13f8740,Makassar,0
TXN0002380,CUST10398,2026-04-28 16:00:00,topup,50698,e-wallet_ovo,Retail_Outlet,DEV26087b53,Makassar,0
TXN0006212,CUST10998,2026-04-28 16:00:00,topup,19929,bank_transfer,Retail_Outlet,DEVe62c54bb,Makassar,0
TXN0005446,CUST10877,2026-04-28 16:04:00,topup,42710,bank_transfer,Partner_Bank,DEV6fb0d297,Denpasar,0
TXN0003991,CUST10650,2026-04-28 16:27:00,topup,5000,e-wallet_gopay,Web_Portal,DEV1a5ca752,Balikpapan,0
TXN0003599,CUST10591,2026-04-28 16:39:00,topup,6004,retail_counter,Retail_Outlet,DEVa19c7caf,Yogyakarta,0
TXN0004912,CUST10797,2026-04-28 16:57:00,topup,67254,retail_counter,USSD,DEV34da1f50,Surabaya,0
TXN0007566,CUST10910,2026-04-28 17:00:00,promo_bundle_redeem,0,promo_credit,MyApp,DEV7f720ffc,Pekanbaru,1
TXN0006523,CUST11048,2026-04-28 17:02:00,topup,5000,virtual_account,Web_Portal,DEV68fd1179,Jakarta,0
TXN0005752,CUST10926,2026-04-28 17:19:00,topup,27642,credit_card,Web_Portal,DEV1fac9217,Denpasar,0
TXN0002612,CUST10436,2026-04-28 17:39:00,topup,28197,e-wallet_ovo,Web_Portal,DEV25dbbe8d,Surabaya,0
TXN0005688,CUST10918,2026-04-28 18:10:00,topup,31205,virtual_account,Partner_Bank,DEVbb23e712,Yogyakarta,0
TXN0001682,CUST10288,2026-04-28 18:11:00,topup,39922,e-wallet_ovo,MyApp,DEVbf06d520,Malang,0
TXN0001488,CUST10253,2026-04-28 18:18:00,topup,14255,virtual_account,Web_Portal,DEVe7d3f770,Palembang,0
TXN0003553,CUST10585,2026-04-28 18:34:00,topup,22450,credit_card,MyApp,DEV706ad042,Malang,0
TXN0002994,CUST10497,2026-04-28 18:35:00,topup,17589,retail_counter,USSD,DEVf2491816,Yogyakarta,0
TXN0004631,CUST10752,2026-04-28 18:35:00,topup,30700,bank_transfer,Retail_Outlet,DEV44087701,Semarang,0
TXN0003963,CUST10646,2026-04-28 18:37:00,topup,43250,e-wallet_ovo,USSD,DEVdfcc8eb4,Malang,0
TXN0002860,CUST10477,2026-04-28 19:25:00,topup,23160,virtual_account,Retail_Outlet,DEV7f702973,Surabaya,0
TXN0006936,CUST11120,2026-04-28 19:31:00,topup,37511,e-wallet_gopay,Retail_Outlet,DEV2838c714,Makassar,0
TXN0001979,CUST10335,2026-04-28 19:38:00,topup,5000,e-wallet_gopay,Partner_Bank,DEV6c2b5781,Makassar,0
TXN0005384,CUST10867,2026-04-28 19:41:00,topup,24892,retail_counter,MyApp,DEV5fffe8e6,Surabaya,0
TXN0004226,CUST10685,2026-04-28 19:44:00,topup,12738,e-wallet_ovo,Web_Portal,DEV7c8dc9d0,Surabaya,0
TXN0005313,CUST10858,2026-04-28 19:49:00,topup,19600,credit_card,Partner_Bank,DEV2334fcc4,Pekanbaru,0
TXN0000389,CUST10064,2026-04-28 20:04:00,topup,13848,credit_card,Partner_Bank,DEVc05db774,Denpasar,0
TXN0007026,CUST11134,2026-04-28 20:13:00,topup,17657,e-wallet_ovo,Partner_Bank,DEV1af0bb95,Balikpapan,0
TXN0002934,CUST10489,2026-04-28 20:27:00,topup,39887,virtual_account,Web_Portal,DEVb33d9c7c,Denpasar,0
TXN0007305,CUST11180,2026-04-28 20:40:00,topup,5000,bank_transfer,MyApp,DEV94ca68d9,Semarang,0
TXN0004130,CUST10670,2026-04-28 20:43:00,topup,40819,e-wallet_ovo,Web_Portal,DEV78e90ae9,Pekanbaru,0
TXN0006183,CUST10993,2026-04-28 20:57:00,topup,28895,bank_transfer,USSD,DEVdb9b318b,Bandung,0
TXN0006776,CUST11092,2026-04-28 21:01:00,topup,7577,e-wallet_gopay,MyApp,DEV43d8c607,Balikpapan,0
TXN0006460,CUST11037,2026-04-28 21:18:00,topup,5000,e-wallet_ovo,Partner_Bank,DEV5339eb18,Balikpapan,0
TXN0001294,CUST10214,2026-04-28 21:26:00,topup,34454,credit_card,MyApp,DEV147f0413,Yogyakarta,0
TXN0000307,CUST10050,2026-04-28 22:09:00,topup,5843,e-wallet_gopay,USSD,DEV010e4265,Palembang,0
TXN0004786,CUST10776,2026-04-28 22:22:00,topup,26636,bank_transfer,Web_Portal,DEVa7a13e62,Surabaya,0
TXN0000002,CUST10000,2026-04-28 22:23:00,topup,5000,e-wallet_gopay,Web_Portal,DEVac5f12ef,Malang,0
TXN0005078,CUST10825,2026-04-28 22:23:00,topup,40144,credit_card,Web_Portal,DEVe17766b1,Bandung,0
TXN0003858,CUST10632,2026-04-28 22:27:00,topup,25924,e-wallet_ovo,Retail_Outlet,DEV3217f93c,Malang,0
TXN0002237,CUST10376,2026-04-28 22:41:00,topup,36738,bank_transfer,MyApp,DEVb2cc4372,Pekanbaru,0
TXN0003936,CUST10642,2026-04-28 22:43:00,topup,8365,bank_transfer,Partner_Bank,DEVc56dbe29,Semarang,0
TXN0006149,CUST10987,2026-04-29 06:13:00,topup,15191,retail_counter,Retail_Outlet,DEVe324f5db,Jakarta,0
TXN0006579,CUST11059,2026-04-29 06:14:00,topup,74289,virtual_account,Partner_Bank,DEV0450f237,Denpasar,0
TXN0007374,CUST11190,2026-04-29 06:20:00,topup,60184,e-wallet_ovo,Retail_Outlet,DEVaaee3f08,Pekanbaru,0
TXN0002563,CUST10428,2026-04-29 06:24:00,topup,12242,e-wallet_ovo,Retail_Outlet,DEV57bd0ca8,Jakarta,0
TXN0000022,CUST10003,2026-04-29 06:27:00,topup,35606,bank_transfer,Retail_Outlet,DEVf8f9a45d,Palembang,0
TXN0005222,CUST10843,2026-04-29 06:29:00,topup,43938,e-wallet_ovo,USSD,DEV9a26a065,Yogyakarta,0
TXN0006297,CUST11011,2026-04-29 06:30:00,topup,30821,e-wallet_ovo,Retail_Outlet,DEVa9e7bb4f,Malang,0
TXN0004011,CUST10653,2026-04-29 06:30:00,topup,5000,e-wallet_gopay,USSD,DEV9afa3fb4,Denpasar,0
TXN0007389,CUST11193,2026-04-29 06:32:00,topup,39383,credit_card,Web_Portal,DEVea88d27d,Denpasar,0
TXN0007204,CUST11164,2026-04-29 06:33:00,topup,18824,bank_transfer,Partner_Bank,DEV01a9abd0,Palembang,0
TXN0005323,CUST10859,2026-04-29 06:42:00,topup,12230,virtual_account,Partner_Bank,DEV031d45fc,Denpasar,0
TXN0006807,CUST11097,2026-04-29 06:55:00,topup,22431,virtual_account,Partner_Bank,DEVdc8f79c8,Yogyakarta,0
TXN0006407,CUST11028,2026-04-29 07:37:00,topup,7897,e-wallet_dana,MyApp,DEV48ae4aba,Yogyakarta,0
TXN0000289,CUST10048,2026-04-29 07:56:00,topup,30675,bank_transfer,MyApp,DEV69c165ae,Balikpapan,0
TXN0007580,CUST11197,2026-04-29 08:00:00,promo_bundle_redeem,0,promo_credit,MyApp,DEV3347216c,Surabaya,1
TXN0005615,CUST10903,2026-04-29 09:06:00,topup,24294,bank_transfer,Web_Portal,DEVcb5475bf,Pekanbaru,0
TXN0002422,CUST10403,2026-04-29 09:12:00,topup,12239,e-wallet_ovo,USSD,DEVc1ff9427,Balikpapan,0
TXN0004525,CUST10732,2026-04-29 09:50:00,topup,26556,e-wallet_dana,Retail_Outlet,DEV002f4aee,Semarang,0
TXN0001030,CUST10169,2026-04-29 09:58:00,topup,5000,credit_card,MyApp,DEV92a97acd,Jakarta,0
TXN0005973,CUST10960,2026-04-29 10:06:00,topup,39931,e-wallet_ovo,MyApp,DEV75c41c37,Semarang,0
TXN0000969,CUST10158,2026-04-29 10:08:00,topup,17205,credit_card,Web_Portal,DEV6e935615,Malang,0
TXN0004166,CUST10677,2026-04-29 10:10:00,topup,5076,retail_counter,Retail_Outlet,DEV6c8f8833,Medan,0
TXN0004371,CUST10709,2026-04-29 11:02:00,topup,48845,bank_transfer,MyApp,DEV01ab1df1,Balikpapan,0
TXN0004684,CUST10762,2026-04-29 11:03:00,topup,10206,e-wallet_dana,Partner_Bank,DEV9d091856,Medan,0
TXN0007325,CUST11184,2026-04-29 12:13:00,topup,33494,e-wallet_gopay,Web_Portal,DEVafef2e1c,Makassar,0
TXN0002475,CUST10413,2026-04-29 12:21:00,topup,18485,e-wallet_ovo,Partner_Bank,DEVd7b73862,Yogyakarta,0
TXN0004923,CUST10800,2026-04-29 12:25:00,topup,49002,e-wallet_gopay,Web_Portal,DEV057eccfa,Medan,0
TXN0007086,CUST11146,2026-04-29 12:27:00,topup,7285,virtual_account,Web_Portal,DEVaf4219dd,Makassar,0
TXN0004508,CUST10729,2026-04-29 12:52:00,topup,14445,e-wallet_ovo,MyApp,DEVcf35fdb9,Bandung,0
TXN0001405,CUST10240,2026-04-29 12:52:00,topup,47713,bank_transfer,USSD,DEV092385fe,Makassar,0
TXN0001773,CUST10305,2026-04-29 13:08:00,topup,25473,bank_transfer,USSD,DEV34b6685d,Palembang,0
TXN0000928,CUST10152,2026-04-29 13:19:00,topup,7231,e-wallet_dana,MyApp,DEVe7094153,Pekanbaru,0
TXN0006567,CUST11057,2026-04-29 13:22:00,topup,21194,e-wallet_gopay,Retail_Outlet,DEV472678ac,Yogyakarta,0
TXN0000304,CUST10050,2026-04-29 13:25:00,topup,26818,retail_counter,Web_Portal,DEVbb0c7919,Palembang,0
TXN0007602,CUST10741,2026-04-29 14:00:00,promo_bundle_redeem,0,promo_credit,MyApp,DEV46997fc2,Bandung,1
TXN0003735,CUST10613,2026-04-29 14:05:00,topup,21853,e-wallet_dana,MyApp,DEVa7ee2f23,Makassar,0
TXN0006021,CUST10967,2026-04-29 14:27:00,topup,76754,e-wallet_dana,MyApp,DEVfe3d81d8,Bandung,0
TXN0005708,CUST10920,2026-04-29 14:30:00,topup,5000,retail_counter,USSD,DEVcdeb8ab9,Balikpapan,0
TXN0003299,CUST10544,2026-04-29 14:39:00,topup,49760,bank_transfer,Retail_Outlet,DEV13cf44fe,Balikpapan,0
TXN0006880,CUST11111,2026-04-29 14:55:00,topup,32926,credit_card,MyApp,DEVa522f92f,Makassar,0
TXN0002197,CUST10370,2026-04-29 14:57:00,topup,8990,bank_transfer,MyApp,DEV7dd12d57,Malang,0
TXN0000875,CUST10143,2026-04-29 14:57:00,topup,54216,e-wallet_dana,Partner_Bank,DEV5115d7ee,Palembang,0
TXN0007415,CUST11198,2026-04-29 14:58:00,topup,19030,e-wallet_ovo,Web_Portal,DEVbabfbd99,Jakarta,0
TXN0005844,CUST10939,2026-04-29 15:00:00,topup,17197,credit_card,Web_Portal,DEV6cc2e20f,Semarang,0
TXN0007294,CUST11178,2026-04-29 15:13:00,topup,15019,e-wallet_dana,Retail_Outlet,DEV14c6e496,Surabaya,0
TXN0004617,CUST10750,2026-04-29 15:19:00,topup,5000,retail_counter,Partner_Bank,DEV4a85fbd1,Surabaya,0
TXN0003639,CUST10597,2026-04-29 15:39:00,topup,20724,e-wallet_dana,MyApp,DEV0ff4c2d6,Yogyakarta,0
TXN0001142,CUST10188,2026-04-29 15:45:00,topup,31711,e-wallet_dana,MyApp,DEV7f6bf62c,Jakarta,0
TXN0003700,CUST10608,2026-04-29 16:10:00,topup,5000,retail_counter,Retail_Outlet,DEVefede7bb,Balikpapan,0
TXN0001133,CUST10186,2026-04-29 16:13:00,topup,5000,e-wallet_gopay,Retail_Outlet,DEV0ee52f63,Palembang,0
TXN0002449,CUST10409,2026-04-29 16:17:00,topup,5000,e-wallet_ovo,Retail_Outlet,DEVa395b867,Surabaya,0
TXN0003357,CUST10553,2026-04-29 16:17:00,topup,31142,credit_card,Web_Portal,DEV0bfa8cd5,Malang,0
TXN0002769,CUST10462,2026-04-29 16:18:00,topup,5000,retail_counter,Partner_Bank,DEVa43366c9,Yogyakarta,0
TXN0002158,CUST10363,2026-04-29 16:41:00,topup,5000,e-wallet_ovo,MyApp,DEV8f1c5f8c,Medan,0
TXN0003465,CUST10572,2026-04-29 16:51:00,topup,5000,virtual_account,Partner_Bank,DEVdd7902fc,Pekanbaru,0
TXN0004821,CUST10782,2026-04-29 16:57:00,topup,31092,e-wallet_gopay,USSD,DEV9947c98a,Yogyakarta,0
TXN0001170,CUST10192,2026-04-29 17:03:00,topup,29060,e-wallet_ovo,Retail_Outlet,DEVd73aae7b,Balikpapan,0
TXN0006304,CUST11012,2026-04-29 17:17:00,topup,21912,credit_card,Retail_Outlet,DEVfe835c51,Medan,0
